Томат - місцевий (розсипний);Fresho;13;https://www.bigbasket.com/media/uploads/p/l/10000204_16-fresho-tomato-local.jpg;500 г;1
Морква - Апельсин (розсипний);Fresho;50,65;https://www.bigbasket.com/media/uploads/p/l/10000072_16-fresho-carrot-orange.jpg;500 г;1
Морква - Апельсин (розсипний);Fresho;101.30;https://www.bigbasket.com/media/uploads/p/l/10000070_15-fresho-carrot-orange.jpg;1 кг;1
Морква - Апельсин (розсипний);Fresho;25.32;https://www.bigbasket.com/media/uploads/p/l/10000071_14-fresho-carrot-orange.jpg;250 г;1
2-хвилинна локшина швидкого приготування - масала;MAGGI ;82;https://www.bigbasket.com/media/uploads/p/l/266112_17-maggi-2-minute-instant-noodles-masala.jpg;420 г;4
Вегетаріанська локшина швидкого приготування масала;MAGGI ;14.00;https://www.bigbasket.com/media/uploads/p/l/266160_19-maggi-masala-instant-noodles-vegetarian.jpg;70 г;4
2-хвилинна локшина Масала – зроблена з якісними спеціями, багата клітковиною;MAGGI ;168;https://www.bigbasket.com/media/uploads/p/l/40125873_4-maggi-2-minute-noodles-masala.jpg;70 г;4
2-хвилинна локшина масала швидкого приготування – виготовлена з якісними спеціями, джерелом заліза;MAGGI ;55;https://www.bigbasket.com/media/uploads/p/l/266162_17-maggi-2-minute-instant-noodles-masala.jpg;280 г;4
2-хвилинна локшина швидкого приготування масала;MAGGI ;28.00;https://www.bigbasket.com/media/uploads/p/l/266165_14-maggi-masala-2-minute-instant-noodles.jpg;140 г;4
2-хвилинна локшина масала швидкого приготування – зроблена з якісними спеціями та залізом;MAGGI ;109;https://www.bigbasket.com/media/uploads/p/l/266109_19-maggi-2-minute-instant-noodles-masala.jpg;560 г;4
Idly Dosa Batter;iD Fresho;158;https://www.bigbasket.com/media/uploads/p/l/1208825_3-id-fresho-idly-dosa-batter.jpg;2х1 кг;4
Idly & Dosa Batter;iD Fresho;79;https://www.bigbasket.com/media/uploads/p/l/271205_14-id-fresho-idly-dosa-batter.jpg;1 кг;4
Мило для купання - захист від мікробів, оригінал;Dettol;600;https://www.bigbasket.com/media/uploads/p/l/1206304_6-dettol-bathing-bar-soap-germ-protection-original.jpg;8х125 г;11
Мило для купання - Оригінал;Dettol;240;https://www.bigbasket.com/media/uploads/p/l/1208387_5-dettol-bathing-bar-soap-original.jpg;6х75 г;11
Оригінальне мило для купання, щоденний захист від мікробів;Dettol;75;https://www.bigbasket.com/media/uploads/p/l/100008548_25-dettol-original-bathing-soap-bar-with-76-tfm-protects-from-germs.jpg;125 г;11
Мило для купання - Оригінал;Dettol;300;https://www.bigbasket.com/media/uploads/p/l/1200377_8-dettol-bathing-soap-original.jpg;4х125 гр;11
Мило для купання - Оригінал;Dettol;150;https://www.bigbasket.com/media/uploads/p/l/1203036_6-dettol-bathing-soap-original.jpg;2х125 гр;11
Мило для купання - захист від мікробів, оригінал;Dettol;450;https://www.bigbasket.com/media/uploads/p/l/1206303_6-dettol-bathing-bar-soap-germ-protection-original.jpg;6х125 г;11
Colgate Strong Teeth, 150 г, Індійська марка зубної пасти № 1, Збагачення кальцію для 2-кратного зміцнення зубів, запобігає карієсу, відбілює зуби, освіжає подих;Colgate;85;https://www.bigbasket.com/media/uploads/p/l/20005547_11-colgate-strong-teeth-anticavity-toothpaste-with-amino-shakti-formula-provides-fresher-breath.jpg;150 г;11
Colgate Strong Teeth, 500 г, Індійська марка зубної пасти № 1, Збагачення кальцію для 2-кратного зміцнення зубів, запобігає карієсу, відбілює зуби, освіжає подих;Colgate;244;https://www.bigbasket.com/media/uploads/p/l/40186855_5-colgate-strong-teeth-anticavity-toothpaste-with-amino-shakti-formula-provides-fresher-breath.jpg;500 г;11
Зубна паста - міцні зуби, зубний крем, антикарієс;Colgate;346;https://www.bigbasket.com/media/uploads/p/l/1205003_5-colgate-toothpaste-strong-teeth-dental-cream-anti-cavity.jpg;2х300 гр;11
Colgate Strong Teeth, 100 г, Індійська марка зубної пасти № 1, Збагачення кальцію для 2-кратного зміцнення зубів, запобігає карієсу, відбілює зуби, освіжає подих;Colgate;63;https://www.bigbasket.com/media/uploads/p/l/100006161_16-colgate-strong-teeth-anticavity-toothpaste-with-amino-shakti-formula-provides-fresher-breath.jpg;100 г;11
Colgate Strong Teeth, 300 г, Індійська марка зубної пасти № 1, Збагачення кальцію для 2-кратного зміцнення зубів, запобігає карієсу, відбілює зуби, освіжає подих;Colgate;173;https://www.bigbasket.com/media/uploads/p/l/263925_17-colgate-strong-teeth-anticavity-toothpaste-with-amino-shakti-formula-provides-fresher-breath.jpg;3 шт;11
Зубна паста Strong Teeth Anticaries Зубна паста з Amino Shakti - Saver Pack;Colgate;488;https://www.bigbasket.com/media/uploads/p/l/1212657_3-colgate-strong-teeth-anticavity-toothpaste-with-amino-shakti-saver-pack.jpg;2х500 гр;11
Райс/Аккі - Сирий, Сона Масурі;BB Royal;70;https://www.bigbasket.com/media/uploads/p/l/10000457_13-bb-royal-rice-raw-sona-masoori.jpg;1 кг;8
Райс/Аккі - сирий, Сона Масурі, 12-17 місяців;BB Royal;700;https://www.bigbasket.com/media/uploads/p/l/10000404_18-bb-royal-rice-raw-sona-masoori-12-17-months-old.jpg;10 кг;8
Сирий рис Сона Масурі/Аккі;BB Royal;1750;https://www.bigbasket.com/media/uploads/p/l/20001214_15-bb-royal-sona-masoori-raw-rice.jpg;25 кг;8
Райс/Аккі - Сирий, Сона Масурі;BB Royal;350;https://www.bigbasket.com/media/uploads/p/l/10000415_14-bb-royal-rice-raw-sona-masoori.jpg;5 кг;8
Ніжна кокосова вода - без додавання цукру, ароматизатори;Fresho;50;https://www.bigbasket.com/media/uploads/p/l/40216129_10-fresho-tender-coconut-water-no-added-sugar-flavours.jpg;200 мл;10
Ніжна кокосова вода - без додавання цукру, ароматизатори;Fresho;200;https://www.bigbasket.com/media/uploads/p/l/1214882_8-fresho-tender-coconut-water-no-added-sugar-flavours.jpg;4х200 мл;10
Ніжна кокосова вода - без додавання цукру, ароматизатори;Fresho;300;https://www.bigbasket.com/media/uploads/p/l/1214883_8-fresho-tender-coconut-water-no-added-sugar-flavours.jpg;6х200 мл;10
Ніжна кокосова вода - без додавання цукру, ароматизатори;Fresho;400;https://www.bigbasket.com/media/uploads/p/l/1214884_9-fresho-tender-coconut-water-no-added-sugar-flavours.jpg;8х200 мл;10
Ніжна кокосова вода - без додавання цукру, ароматизатори;Fresho;600;https://www.bigbasket.com/media/uploads/p/l/1214885_4-fresho-tender-coconut-water-no-added-sugar-flavours.jpg;12х200 мл;10
Ніжна кокосова вода - без додавання цукру, ароматизатори;Fresho;1200;https://www.bigbasket.com/media/uploads/p/l/1214886_8-fresho-tender-coconut-water-no-added-sugar-flavours.jpg;24х200 мл;10
Оригінальна оливкова олія першого віджиму;BORGES;1400;https://www.bigbasket.com/media/uploads/p/l/40006250_7-borges-extra-virgin-olive-oil.jpg;1 л;6
Оливкова олія першого віджиму;BORGES;6000;https://www.bigbasket.com/media/uploads/p/l/40208261_1-borges-extra-virgin-olive-oil.jpg;5 л;6
Оригінальна оливкова олія першого віджиму;BORGES;2700;https://www.bigbasket.com/media/uploads/p/l/40191534_1-borges-extra-virgin-olive-oil.jpg;2 л;6
Заморожений зелений горошок;Fresho;135;https://www.bigbasket.com/media/uploads/p/l/40192104_9-fresho-frozen-green-peas.jpg;500 г;4
Заморожений зелений горошок;Fresho;480;https://www.bigbasket.com/media/uploads/p/l/1214513_9-fresho-frozen-green-peas.jpg;2х1 кг;4
Заморожений зелений горошок;Fresho;240;https://www.bigbasket.com/media/uploads/p/l/40163718_11-fresho-frozen-green-peas.jpg;1 кг;4
Заморожений зелений горошок;Fresho;270;https://www.bigbasket.com/media/uploads/p/l/1210065_9-fresho-frozen-green-peas.jpg;2х500 гр;4
Чай - Натуральний догляд;Red Label;650;https://www.bigbasket.com/media/uploads/p/l/226491_10-red-label-tea-natural-care.jpg;1 кг;10
Чай - Натуральний догляд;Red Label;170;https://www.bigbasket.com/media/uploads/p/l/266615_12-red-label-tea-natural-care.jpg;250 г;10
Чай - Натуральний догляд;Red Label;330;https://www.bigbasket.com/media/uploads/p/l/274791_12-red-label-tea-natural-care.jpg;500 г;10
Чай - Натуральний догляд;Red Label;65;https://www.bigbasket.com/media/uploads/p/l/266583_10-red-label-tea-natural-care.jpg;100 г;10
Вугільно-цинкова батарея Red HD AA 1015;Eveready;360;https://www.bigbasket.com/media/uploads/p/l/1214632_2-eveready-carbon-zinc-battery-red-hd-aa-1015.jpg;2 х 10 шт;9
Вугільно-цинкова батарея Red HD AA 1015;Eveready;180;https://www.bigbasket.com/media/uploads/p/l/106417_2-eveready-carbon-zinc-battery-red-hd-aa-1015.jpg;10 шт;9
чай;Taj Mahal;800;https://www.bigbasket.com/media/uploads/p/l/137936_11-taj-mahal-tea.jpg;1 кг;10
чай;Taj Mahal;410;https://www.bigbasket.com/media/uploads/p/l/266564_11-taj-mahal-tea.jpg;500 г;10
Насичений і ароматний чай;Taj Mahal;90;https://www.bigbasket.com/media/uploads/p/l/266597_12-taj-mahal-rich-flavourful-tea.jpg;100 г;10
чай;Taj Mahal;220;https://www.bigbasket.com/media/uploads/p/l/266551_8-taj-mahal-tea.jpg;250 г;10
Жіночий палець (вільний);Fresho;31.82;https://www.bigbasket.com/media/uploads/p/l/10000144_13-fresho-ladies-finger.jpg;500 г;1
Жіночий палець (вільний);Fresho;63,64;https://www.bigbasket.com/media/uploads/p/l/10000142_16-fresho-ladies-finger.jpg;1 кг;1
Жіночий палець (вільний);Fresho;15.91;https://www.bigbasket.com/media/uploads/p/l/10000143_14-fresho-ladies-finger.jpg;250 г;1
Сухий корм для домашніх тварин - для дорослих собак, курка та овочі;Pedigree;105;https://www.bigbasket.com/media/uploads/p/l/265378_14-pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs.jpg;400 г;9
Сухий корм для собак - курка та овочі, для дорослих собак;Pedigree;285;https://www.bigbasket.com/media/uploads/p/l/256652_14-pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs.jpg;1,2 кг;9
Сухий корм для домашніх тварин - для дорослих собак, курка та овочі;Pedigree;1390;https://www.bigbasket.com/media/uploads/p/l/40021902_16-pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs.jpg;6 кг;9
Сухий корм для домашніх тварин - для дорослих собак, курка та овочі;Pedigree;725;https://www.bigbasket.com/media/uploads/p/l/30005107_17-pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs.jpg;3 кг;9
Сухий корм для домашніх тварин - для дорослих собак, курка та овочі;Pedigree;3160;https://www.bigbasket.com/media/uploads/p/l/30005108_18-pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs.jpg;15 кг;9
Сухий корм для домашніх тварин - для дорослих собак, курка та овочі;Pedigree;2220;https://www.bigbasket.com/media/uploads/p/l/130331_16-pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs.jpg;10 кг;9
Антисептична дезінфікуюча рідина;Dettol;66,55;https://www.bigbasket.com/media/uploads/p/l/253537_9-dettol-antiseptic-disinfectant-liquid.jpg;125 мл;11
Антисептична дезінфікуюча рідина;Dettol;127,77;https://www.bigbasket.com/media/uploads/p/l/253539_10-dettol-antiseptic-disinfectant-liquid.jpg;250 мл;11
Антисептична дезінфікуюча рідина;Dettol;214.06;https://www.bigbasket.com/media/uploads/p/l/208003_11-dettol-antiseptic-disinfectant-liquid.jpg;550 мл;11
Антисептична дезінфікуюча рідина;Dettol;1641,59;https://www.bigbasket.com/media/uploads/p/l/40005079_6-dettol-antiseptic-disinfectant-liquid.jpg;5 л;11
Антисептична дезінфікуюча рідина;Dettol;331,41;https://www.bigbasket.com/media/uploads/p/l/40124254_9-dettol-antiseptic-disinfectant-liquid.jpg;1 л;11
Антисептична дезінфікуюча рідина;Dettol;33.27;https://www.bigbasket.com/media/uploads/p/l/253535_7-dettol-antiseptic-disinfectant-liquid.jpg;60 мл;11
Кумін/Джіра/Джеридж - ціле;BB Royal;600;https://www.bigbasket.com/media/uploads/p/l/40030808_10-bb-royal-cuminjeera-whole.jpg;1 кг;8
Кумін/Джіра/Джеридж - ціле;BB Royal;300;https://www.bigbasket.com/media/uploads/p/l/40026603_9-bb-royal-cuminjeera-whole.jpg;500 г;8
Кумін/Джіра/Джеридж - ціле;BB Royal;30.00;https://www.bigbasket.com/media/uploads/p/l/30000308_10-bb-royal-cuminjeera-whole.jpg;50 г;8
Кумін/Джіра/Джеридж - ціле;BB Royal;120;https://www.bigbasket.com/media/uploads/p/l/10000486_14-bb-royal-cuminjeera-whole.jpg;200 г;8
Кумін/Джіра/Джеридж - ціле;BB Royal;60;https://www.bigbasket.com/media/uploads/p/l/10000479_13-bb-royal-cuminjeera-whole.jpg;100 г;8
GoodLife UHT Treated Toned Milk;Nandini;28.00;https://www.bigbasket.com/media/uploads/p/l/242671_1-nandini-goodlife-toned-milk.jpg;500 мл;3
Корм для дорослих собак Gravy – шматочки курки та печінки в соусі, знижка 25 рупій;Pedigree;600;https://www.bigbasket.com/media/uploads/p/l/70001924_13-pedigree-adult-gravy-doga-food-chicken-liver-chunks-in-gravy-25-rsa-off-value-pack.jpg;70 г;9
GoodLife UHT Treated Toned Milk;Nandini;60;https://www.bigbasket.com/media/uploads/p/l/100285703_15-nandini-goodlife-toned-milk.jpg;1 л;3
Чай Ассам з м’яко згорнутим ароматним довгим листям, насичений і ароматний чай, чорний чай;Tata Tea Gold;620;https://www.bigbasket.com/media/uploads/p/l/240065_14-tata-tea-gold-tea.jpg;1 кг;10
чай;Tata Tea Gold;145;https://www.bigbasket.com/media/uploads/p/l/263642_19-tata-tea-gold-tea.jpg;250 г;10
Чай Ассам з м’яко згорнутим ароматним довгим листям, насичений і ароматний чай, чорний чай;Tata Tea Gold;285;https://www.bigbasket.com/media/uploads/p/l/240067_19-tata-tea-gold-tea.jpg;500 г;10
чай;Tata Tea Gold;40.00;https://www.bigbasket.com/media/uploads/p/l/264565_4-tata-tea-gold-tea.jpg;100 г;10
чай;Tata Tea Gold;885;https://www.bigbasket.com/media/uploads/p/l/40200082_3-tata-tea-gold-tea.jpg;1,5 кг;10
Sun Lite - соняшникова рафінована олія;Fortune ;189;https://www.bigbasket.com/media/uploads/p/l/274145_14-fortune-sun-lite-sunflower-refined-oil.jpg;1 л;8
Олія соняшникова рафінована - Sun Lite;Fortune ;567;https://www.bigbasket.com/media/uploads/p/l/1204455_2-fortune-sunflower-refined-oil-sun-lite.jpg;3х910 г;8
Cream Beauty Bathing Bar;Dove;128;https://www.bigbasket.com/media/uploads/p/l/1203041_2-dove-cream-beauty-bathing-bar.jpg;2х75 г;11
Cream Beauty Bathing Bar;Dove;840;https://www.bigbasket.com/media/uploads/p/l/1209799_4-dove-cream-beauty-bathing-bar.jpg;3x (3x125 г);11
Cream Beauty Bathing Bar, містить 1/4 зволожуючого крему;Dove;64;https://www.bigbasket.com/media/uploads/p/l/306161_10-dove-cream-beauty-bathing-bar.jpg;100 г;11
Cream Beauty Bathing Bar;Dove;944;https://www.bigbasket.com/media/uploads/p/l/1209800_3-dove-cream-beauty-bathing-bar.jpg;5х100 гр;11
Cream Beauty Bathing Bar - для мякої, гладкої шкіри;Dove;870;https://www.bigbasket.com/media/uploads/p/l/40158282_10-dove-cream-beauty-bathing-bar.jpg;100 г;11
Cream Beauty Bathing Bar, містить 1/4 зволожуючого крему;Dove;472;https://www.bigbasket.com/media/uploads/p/l/40016743_10-dove-cream-beauty-bathing-bar.jpg;125 г;11
Cream Beauty Bathing Bar;Dove;384;https://www.bigbasket.com/media/uploads/p/l/1209809_3-dove-cream-beauty-bathing-bar.jpg;6х100 гр;11
Cream Beauty Bathing Bar, містить 1/4 зволожуючого крему;Dove;280;https://www.bigbasket.com/media/uploads/p/l/266706_15-dove-cream-beauty-bathing-bar.jpg;125 г;11
Мило для купання Cream Beauty;Dove;512;https://www.bigbasket.com/media/uploads/p/l/1206004_1-dove-cream-beauty-bathing-bar-soap.jpg;8х75 г;11
Розчинна кава Санрайз - суміш цикорію;Nescafe ;95;https://www.bigbasket.com/media/uploads/p/l/20005895_6-nescafe-sunrise-instant-coffee-chicory-mixture.jpg;50 г;10
Sunrise Rich Aroma;Nescafe ;795;https://www.bigbasket.com/media/uploads/p/l/40111434_10-nescafe-sunrise-rich-aroma.jpg;500 г;10
Порошок розчинної кави Sunrise - суміш цикорію, дуже міцний;Nescafe ;785;https://www.bigbasket.com/media/uploads/p/l/118572_3-nescafe-sunrise-extra-sachet.jpg;1 кг;10
Розчинна кава Sunrise - суміш цикорію з багатим ароматом і смаком;Nescafe ;190;https://www.bigbasket.com/media/uploads/p/l/292149_7-nescafe-sunrise-instant-coffee-chicory-mix.jpg;100 г;10
Суміш розчинної кави Sunrise і цикорію, насичена ароматом і смаком,;Nescafe ;10.00;https://www.bigbasket.com/media/uploads/p/l/40020215_6-nescafe-sunrise-coffee.jpg;10 г;10
Розчинна кава Sunrise;Nescafe ;5.00;https://www.bigbasket.com/media/uploads/p/l/40020218_3-nescafe-sunrise-instant-coffee.jpg;5,5 г;10
Розчинна кава Sunrise - суміш цикорію з багатим ароматом і смаком;Nescafe ;380;https://www.bigbasket.com/media/uploads/p/l/241695_13-nescafe-sunrise-rich-aroma-instant-coffee-chicory-mix.jpg;200 г;10
Gulabari Premium Rose Water - Тонік для шкіри без парабенів;Dabur;170;https://www.bigbasket.com/media/uploads/p/l/1214522_3-dabur-gulabari-premium-rose-water-paraben-free-skin-toner.jpg;2х250 мл;11
Gulabari Premium Rose Water - Щоденне сяйво, для всіх типів шкіри, без парабенів, без алкоголю;Dabur;85;https://www.bigbasket.com/media/uploads/p/l/263860_8-dabur-gulabari-premium-rose-water-paraben-free-skin-toner.jpg;250 мл;11
Gulabari Premium Rose Water - Щоденне сяйво, для всіх типів шкіри, без парабенів, без алкоголю;Dabur;50;https://www.bigbasket.com/media/uploads/p/l/260654_7-dabur-gulabari-premium-rose-water-paraben-free-skin-toner.jpg;120 мл;11
Пастеризоване вершкове масло;Amul;255;https://www.bigbasket.com/media/uploads/p/l/104864_8-amul-butter-pasteurised.jpg;500 г;3
Вершкове масло - пастеризоване;Amul;104;https://www.bigbasket.com/media/uploads/p/l/1200163_4-amul-butter-pasteurized.jpg;2х100 гр;3
Вершкове масло - пастеризоване;Amul;510;https://www.bigbasket.com/media/uploads/p/l/1202759_3-amul-butter-pasteurized.jpg;2х500 гр;3
Вершкове масло - пастеризоване;Amul;156;https://www.bigbasket.com/media/uploads/p/l/1205137_3-amul-butter-pasteurized-carton.jpg;3х100 гр;3
Пастеризоване вершкове масло;Amul;52;https://www.bigbasket.com/media/uploads/p/l/104860_8-amul-butter-pasteurised.jpg;100 г;3
Вершкове масло - пастеризоване;Amul;208;https://www.bigbasket.com/media/uploads/p/l/1204991_3-amul-butter-pasteurized.jpg;4х100 гр;3
Farm Fresh Curd/Dahi - Преміум, без консервантів;Milky Mist;46;https://www.bigbasket.com/media/uploads/p/l/40003162_4-milky-mist-curd-farm-fresh.jpg;500 г;3
Farm Fresh Curd/Dahi - Преміум, без консервантів;Milky Mist;92;https://www.bigbasket.com/media/uploads/p/l/1200180_4-milky-mist-curd-farm-fresh.jpg;2х500 гр;3
Чана Дал/Кадале Беле;BB Royal;160;https://www.bigbasket.com/media/uploads/p/l/10000803_14-bb-royal-channa-dal.jpg;1 кг;8
Чана Дал/Кадале Беле;BB Royal;320;https://www.bigbasket.com/media/uploads/p/l/40042838_11-bb-royal-channa-dal.jpg;2 кг;8
Чана Дал/Кадале Беле;BB Royal;80;https://www.bigbasket.com/media/uploads/p/l/10000471_17-bb-royal-channa-dal.jpg;500 г;8
Майда;BB Royal;60;https://www.bigbasket.com/media/uploads/p/l/10000416_12-bb-royal-maida.jpg;1 кг;8
Майда;BB Royal;120;https://www.bigbasket.com/media/uploads/p/l/40044729_7-bb-royal-maida.jpg;2 кг;8
Майда;BB Royal;30.00;https://www.bigbasket.com/media/uploads/p/l/10000468_12-bb-royal-maida.jpg;500 г;8
Майда;BB Royal;300;https://www.bigbasket.com/media/uploads/p/l/1213921_1-bb-royal-maida.jpg;5х1 кг;8
Місяць - зелений, цілий/сабут;BB Royal;90;https://www.bigbasket.com/media/uploads/p/l/10000443_16-bb-royal-moong-green-wholesabut.jpg;500 г;8
Green Moong Whole/Hesaru Kaalu - Sabut;BB Royal;180;https://www.bigbasket.com/media/uploads/p/l/20000437_12-bb-royal-green-moong-wholesabut.jpg;1 кг;8
Чорний безалкогольний напій - максимальний смак, нуль цукру (дієтичний);Pepsi;35.00;https://www.bigbasket.com/media/uploads/p/l/40104245_6-pepsi-black-soft-drink-max-taste-zero-caldiet.jpg;250 мл;10
Поха /Авалаккі/Авал/Чівда -Товстий;BB Royal;40.00;https://www.bigbasket.com/media/uploads/p/l/10000453_14-bb-royal-poha-avalakkiavalchivda-thick.jpg;500 г;8
Poha/Avalakki/Aval/Chivda Thick - Flattened & Beat Rice, Makers Breakfast &В Teatime Snacks;BB Royal;80;https://www.bigbasket.com/media/uploads/p/l/10000431_18-bb-royal-pohaavalakkiavalchivda-thick.jpg;1 кг;8
Труси підгузники - XXL;Pampers ;399;https://www.bigbasket.com/media/uploads/p/l/40111395_7-pampers-diaper-pants-xxl.jpg;16 шт;7
Універсальні захисні підгузники - XXL, 15-25 кг, Ultra Absorb Core, запобігання протіканню до 12 годин;Pampers ;1199;https://www.bigbasket.com/media/uploads/p/l/40185708_4-pampers-diaper-pants-xxl.jpg;42 шт;7
Urad Dal/Uddina Bele - Спліт;BB Popular;200;https://www.bigbasket.com/media/uploads/p/l/30010377_11-bb-popular-urad-dal-split.jpg;1 кг;8
Urad Dal/Uddina Bele - Спліт;BB Popular;100;https://www.bigbasket.com/media/uploads/p/l/30010379_12-bb-popular-urad-dal-split.jpg;500 г;8
Гірчиця/Sasive/Rai - Малий;BB Royal;150;https://www.bigbasket.com/media/uploads/p/l/40026602_10-bb-royal-mustardrai-small.jpg;500 г;8
Гірчиця/Sasive/Rai - Малий;BB Royal;30.00;https://www.bigbasket.com/media/uploads/p/l/10000482_13-bb-royal-mustardrai-small.jpg;100 г;8
Гірчиця/Sasive/Rai - Малий;BB Royal;300;https://www.bigbasket.com/media/uploads/p/l/40030810_8-bb-royal-mustardrai-small.jpg;1 кг;8
Гірчиця/Sasive/Rai - Малий;BB Royal;60;https://www.bigbasket.com/media/uploads/p/l/10000485_14-bb-royal-mustardrai-small.jpg;200 г;8
